list,thread_key,root_message_id,messages,path
lojban_story,23d5ddaacb13-no_subject,20010823143059.d30865@digitalkingdom.org,1,mail/lojban_story/threads/2001/23d5ddaacb13-no_subject.txt
lojban_story,4552ead443b0-ca_co'a_casnu,20010824130924.c862@digitalkingdom.org,3,mail/lojban_story/threads/2001/4552ead443b0-ca_co'a_casnu.txt
lojban_story,c8ec4b96da04-1%2E1_se_zasti_le_barja,20010824140835.a2694@digitalkingdom.org,4,mail/lojban_story/threads/2001/c8ec4b96da04-1%2E1_se_zasti_le_barja.txt
lojban_story,1a329710d4bb-la_frandiulr%2E,lpbblnnhbogbgainbiefmefncdaa.raganok@intrex.net,1,mail/lojban_story/threads/2001/1a329710d4bb-la_frandiulr%2E.txt
lojban_story,e6cce19f3271-no_subject,20010825120047.d19177@digitalkingdom.org,1,mail/lojban_story/threads/2001/e6cce19f3271-no_subject.txt
lojban_story,9f4ee91a5440-anyone_awake%3F,20010828140433.g27386@digitalkingdom.org,4,mail/lojban_story/threads/2001/9f4ee91a5440-anyone_awake%3F.txt
lojban_story,524369552a41-1%2E1%2E1%2E1_le_drata_munje,20010901112354.g7686@digitalkingdom.org,1,mail/lojban_story/threads/2001/524369552a41-1%2E1%2E1%2E1_le_drata_munje.txt
lojban_story,2212f7071b4c-voting_time,20010915110026.a27487@digitalkingdom.org,1,mail/lojban_story/threads/2001/2212f7071b4c-voting_time.txt
lojban_story,a7c1c4179b65-one_more_test%2E,20010920123104.j24727@digitalkingdom.org,1,mail/lojban_story/threads/2001/a7c1c4179b65-one_more_test%2E.txt
lojban_story,b25b76b60102-first_round_of_lojbanic_story_game_finished%2E,20010920114536.b24727@digitalkingdom.org,1,mail/lojban_story/threads/2001/b25b76b60102-first_round_of_lojbanic_story_game_finished%2E.txt
lojban_story,0aa181db55d6-last_one%3F,20010920123732.n24727@digitalkingdom.org,2,mail/lojban_story/threads/2001/0aa181db55d6-last_one%3F.txt
lojban_story,a2eed4eddbf3-fixed%2E_really%2E,20010920124201.p24727@digitalkingdom.org,1,mail/lojban_story/threads/2001/a2eed4eddbf3-fixed%2E_really%2E.txt
lojban_story,c5ebc0185e2b-test%2E,20011101151631.c9827@recourse.com,2,mail/lojban_story/threads/2001/c5ebc0185e2b-test%2E.txt
